"participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._current_page_name","participant.time_started_utc","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","participant.treatment","participant.selected_round","participant.stopped_at","session.code","session.label","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo","session.config.name","session.config.participation_fee","session.num_roadblockers","session.treatment","activism.1.player.id_in_group","activism.1.player.role","activism.1.player.payoff","activism.1.player.effort_score","activism.1.player.wage","activism.1.player.contribution","activism.1.player.actual_effort_time","activism.1.player.chose_activism","activism.1.player.round_payoff","activism.1.player.seat_number","activism.1.group.id_in_subsession","activism.1.group.num_activists","activism.1.group.num_roadblockers","activism.1.group.treatment","activism.1.subsession.round_number","activism.2.player.id_in_group","activism.2.player.role","activism.2.player.payoff","activism.2.player.effort_score","activism.2.player.wage","activism.2.player.contribution","activism.2.player.actual_effort_time","activism.2.player.chose_activism","activism.2.player.round_payoff","activism.2.player.seat_number","activism.2.group.id_in_subsession","activism.2.group.num_activists","activism.2.group.num_roadblockers","activism.2.group.treatment","activism.2.subsession.round_number","activism.3.player.id_in_group","activism.3.player.role","activism.3.player.payoff","activism.3.player.effort_score","activism.3.player.wage","activism.3.player.contribution","activism.3.player.actual_effort_time","activism.3.player.chose_activism","activism.3.player.round_payoff","activism.3.player.seat_number","activism.3.group.id_in_subsession","activism.3.group.num_activists","activism.3.group.num_roadblockers","activism.3.group.treatment","activism.3.subsession.round_number","activism.4.player.id_in_group","activism.4.player.role","activism.4.player.payoff","activism.4.player.effort_score","activism.4.player.wage","activism.4.player.contribution","activism.4.player.actual_effort_time","activism.4.player.chose_activism","activism.4.player.round_payoff","activism.4.player.seat_number","activism.4.group.id_in_subsession","activism.4.group.num_activists","activism.4.group.num_roadblockers","activism.4.group.treatment","activism.4.subsession.round_number","activism.5.player.id_in_group","activism.5.player.role","activism.5.player.payoff","activism.5.player.effort_score","activism.5.player.wage","activism.5.player.contribution","activism.5.player.actual_effort_time","activism.5.player.chose_activism","activism.5.player.round_payoff","activism.5.player.seat_number","activism.5.group.id_in_subsession","activism.5.group.num_activists","activism.5.group.num_roadblockers","activism.5.group.treatment","activism.5.subsession.round_number","activism.6.player.id_in_group","activism.6.player.role","activism.6.player.payoff","activism.6.player.effort_score","activism.6.player.wage","activism.6.player.contribution","activism.6.player.actual_effort_time","activism.6.player.chose_activism","activism.6.player.round_payoff","activism.6.player.seat_number","activism.6.group.id_in_subsession","activism.6.group.num_activists","activism.6.group.num_roadblockers","activism.6.group.treatment","activism.6.subsession.round_number","activism.7.player.id_in_group","activism.7.player.role","activism.7.player.payoff","activism.7.player.effort_score","activism.7.player.wage","activism.7.player.contribution","activism.7.player.actual_effort_time","activism.7.player.chose_activism","activism.7.player.round_payoff","activism.7.player.seat_number","activism.7.group.id_in_subsession","activism.7.group.num_activists","activism.7.group.num_roadblockers","activism.7.group.treatment","activism.7.subsession.round_number","activism.8.player.id_in_group","activism.8.player.role","activism.8.player.payoff","activism.8.player.effort_score","activism.8.player.wage","activism.8.player.contribution","activism.8.player.actual_effort_time","activism.8.player.chose_activism","activism.8.player.round_payoff","activism.8.player.seat_number","activism.8.group.id_in_subsession","activism.8.group.num_activists","activism.8.group.num_roadblockers","activism.8.group.treatment","activism.8.subsession.round_number","activism.9.player.id_in_group","activism.9.player.role","activism.9.player.payoff","activism.9.player.effort_score","activism.9.player.wage","activism.9.player.contribution","activism.9.player.actual_effort_time","activism.9.player.chose_activism","activism.9.player.round_payoff","activism.9.player.seat_number","activism.9.group.id_in_subsession","activism.9.group.num_activists","activism.9.group.num_roadblockers","activism.9.group.treatment","activism.9.subsession.round_number","activism.10.player.id_in_group","activism.10.player.role","activism.10.player.payoff","activism.10.player.effort_score","activism.10.player.wage","activism.10.player.contribution","activism.10.player.actual_effort_time","activism.10.player.chose_activism","activism.10.player.round_payoff","activism.10.player.seat_number","activism.10.group.id_in_subsession","activism.10.group.num_activists","activism.10.group.num_roadblockers","activism.10.group.treatment","activism.10.subsession.round_number","activism.11.player.id_in_group","activism.11.player.role","activism.11.player.payoff","activism.11.player.effort_score","activism.11.player.wage","activism.11.player.contribution","activism.11.player.actual_effort_time","activism.11.player.chose_activism","activism.11.player.round_payoff","activism.11.player.seat_number","activism.11.group.id_in_subsession","activism.11.group.num_activists","activism.11.group.num_roadblockers","activism.11.group.treatment","activism.11.subsession.round_number","activism.12.player.id_in_group","activism.12.player.role","activism.12.player.payoff","activism.12.player.effort_score","activism.12.player.wage","activism.12.player.contribution","activism.12.player.actual_effort_time","activism.12.player.chose_activism","activism.12.player.round_payoff","activism.12.player.seat_number","activism.12.group.id_in_subsession","activism.12.group.num_activists","activism.12.group.num_roadblockers","activism.12.group.treatment","activism.12.subsession.round_number","activism.13.player.id_in_group","activism.13.player.role","activism.13.player.payoff","activism.13.player.effort_score","activism.13.player.wage","activism.13.player.contribution","activism.13.player.actual_effort_time","activism.13.player.chose_activism","activism.13.player.round_payoff","activism.13.player.seat_number","activism.13.group.id_in_subsession","activism.13.group.num_activists","activism.13.group.num_roadblockers","activism.13.group.treatment","activism.13.subsession.round_number","activism.14.player.id_in_group","activism.14.player.role","activism.14.player.payoff","activism.14.player.effort_score","activism.14.player.wage","activism.14.player.contribution","activism.14.player.actual_effort_time","activism.14.player.chose_activism","activism.14.player.round_payoff","activism.14.player.seat_number","activism.14.group.id_in_subsession","activism.14.group.num_activists","activism.14.group.num_roadblockers","activism.14.group.treatment","activism.14.subsession.round_number","questionnaire.1.player.id_in_group","questionnaire.1.player.role","questionnaire.1.player.payoff","questionnaire.1.player.q1_support","questionnaire.1.player.q1_pressure","questionnaire.1.player.q1_convincing","questionnaire.1.player.q1_too_extreme","questionnaire.1.player.q1_no_earnings_effect","questionnaire.1.player.q1_reciprocate","questionnaire.1.player.q1_autonomy","questionnaire.1.player.q1_motivation_other","questionnaire.1.player.q2_activism_choice","questionnaire.1.player.q3_personal_cost","questionnaire.1.player.q4_cost_to_others","questionnaire.1.player.q5_extremity","questionnaire.1.player.q6_legitimacy","questionnaire.1.player.q7_social_id","questionnaire.1.player.q8_compassion","questionnaire.1.player.q8_sympathy","questionnaire.1.player.q8_annoyance","questionnaire.1.group.id_in_subsession","questionnaire.1.subsession.round_number","activism.1.group.total_contribution","activism.2.group.total_contribution","activism.3.group.total_contribution","activism.4.group.total_contribution","activism.5.group.total_contribution","activism.6.group.total_contribution","activism.7.group.total_contribution","activism.8.group.total_contribution","activism.9.group.total_contribution","activism.10.group.total_contribution","activism.11.group.total_contribution","activism.12.group.total_contribution","activism.13.group.total_contribution","activism.14.group.total_contribution","pct_complete","session_num","seat_num","Age_Years","Nationality","Gender","Field_of_Study","Year_of_Study_Semester","Degree_Programme","Work_Experience","Highest_Education_Level","Employment","Monthly_Disposable_Income_EUR","Political_Orientation_0_10","General_Trust_0_10","Risk_Willingness_0_10","Charitable_Donations"
11,"usmgmves",8,0,143,143,"questionnaire","ThankYou","2026-06-09 08:45:00.682839",1,NA,NA,17.85,"demonstration",7,1780995856.14349,"ahosr93r",NA,NA,NA,NA,0,"activism_pet_first",5,NA,NA,1,NA,0,8,80,30,45,NA,70,8,2,NA,NA,"demonstration",1,1,NA,0,11,110,20,45,NA,110,NA,2,NA,NA,"demonstration",2,1,NA,0,11,110,20,45,NA,104,NA,2,NA,NA,"demonstration",3,1,NA,0,10,100,5,45,NA,105,NA,2,NA,NA,"demonstration",4,1,NA,0,12,120,10,45,NA,122,NA,2,NA,NA,"demonstration",5,1,NA,0,12,120,0,45,NA,128,NA,2,NA,NA,"demonstration",6,1,NA,0,12,120,5,45,NA,119,NA,2,NA,NA,"demonstration",7,1,NA,0,12,120,0,45,0,120,NA,2,0,0,"demonstration",8,1,NA,0,11,110,0,45,0,110,NA,2,0,0,"demonstration",9,1,NA,0,15,150,0,45,0,150,NA,2,0,0,"demonstration",10,1,NA,0,15,150,0,45,0,150,NA,2,0,0,"demonstration",11,1,NA,0,13,130,0,45,0,130,NA,2,0,0,"demonstration",12,1,NA,0,12,120,0,45,0,120,NA,2,0,0,"demonstration",13,1,NA,0,14,140,0,45,0,148,NA,2,1,0,"demonstration",14,11,NA,0,0,0,0,1,0,0,0,"taking away time did not seem like a good idea to me","Petition (0 cost to you)",5,1,2,3,4,3,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.8970588235294,1,8,22,"Austria","Woman","WISO","5-6","BSc",">5 years","Secondary School","Part-time; In education","300",3,4,6,"No"
12,"sp2jqls4",23,0,58,143,"activism","WaitForResults","2026-06-09 08:45:00.705771",1,NA,NA,0,"roadblock",NA,NA,"ahosr93r",NA,NA,NA,NA,0,"activism_pet_first",5,NA,NA,2,NA,0,13,130,130,45,NA,70,23,6,NA,NA,"roadblock",1,2,NA,0,13,130,130,45,NA,96,NA,6,NA,NA,"roadblock",2,2,NA,0,11,110,110,45,NA,90,NA,6,NA,NA,"roadblock",3,2,NA,0,13,130,130,45,NA,108,NA,6,NA,NA,"roadblock",4,2,NA,0,11,110,0,45,NA,150,NA,6,NA,NA,"roadblock",5,2,NA,0,14,140,0,45,NA,NA,NA,6,NA,NA,"roadblock",6,2,NA,0,NA,NA,NA,45,NA,NA,NA,6,NA,NA,"roadblock",7,2,NA,0,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"roadblock",8,2,NA,0,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"roadblock",9,2,NA,0,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"roadblock",10,2,NA,0,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"roadblock",11,2,NA,0,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"roadblock",12,2,NA,0,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"roadblock",13,2,NA,0,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"roadblock",14,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4852941176471,1,23,41,"USA","Man","MBA","3-4","Other","> 5 years","Doctoral Degree or Higher","In education","1000",3,9,6,"No"
13,"ozjziflj",21,0,38,143,"activism","WaitForResults","2026-06-09 08:45:00.717451",1,NA,NA,0,"petition",NA,NA,"ahosr93r",NA,NA,NA,NA,0,"activism_pet_first",5,NA,NA,2,NA,0,11,110,25,45,NA,119,21,7,NA,NA,"petition",1,2,NA,0,13,130,60,45,NA,126,NA,7,NA,NA,"petition",2,2,NA,0,15,150,30,45,NA,158,NA,7,NA,NA,"petition",3,2,NA,0,14,140,30,45,NA,NA,NA,7,NA,NA,"petition",4,2,NA,0,NA,NA,NA,45,NA,NA,NA,7,NA,NA,"petition",5,2,NA,0,NA,NA,NA,45,NA,NA,NA,7,NA,NA,"petition",6,2,NA,0,NA,NA,NA,45,NA,NA,NA,7,NA,NA,"petition",7,2,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",8,2,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",9,2,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",10,2,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",11,2,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",12,2,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",13,2,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",14,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5441176470588,1,21,20,"Austria","Man",NA,"1-2","BSc.","< 1 year","Secondary School","Part-time","300",6,4,2,"No"
14,"nnn3u3ee",1,0,143,143,"questionnaire","ThankYou","2026-06-09 08:45:00.881050",1,NA,NA,21.9,"petition",6,1780995881.90571,"ahosr93r",NA,NA,NA,NA,0,"activism_pet_first",5,NA,NA,4,NA,0,5,50,20,45,NA,62,1,4,NA,NA,"petition",1,4,NA,0,7,70,20,45,NA,102,NA,4,NA,NA,"petition",2,4,NA,0,7,70,0,45,NA,118,NA,4,NA,NA,"petition",3,4,NA,0,4,40,40,45,NA,62,NA,4,NA,NA,"petition",4,4,NA,0,6,60,10,45,NA,96,NA,4,NA,NA,"petition",5,4,NA,0,10,100,0,45,NA,146,NA,4,NA,NA,"petition",6,4,NA,0,7,70,17,45,NA,81.8,NA,4,NA,NA,"petition",7,4,NA,0,6,60,40,45,1,100,NA,4,4,NA,"petition",8,4,NA,0,8,80,80,45,1,68,NA,4,4,0,"petition",9,4,NA,0,9,90,30,45,1,116,NA,4,3,0,"petition",10,4,NA,0,6,60,20,45,1,80,NA,4,2,0,"petition",11,4,NA,0,9,90,50,45,1,88,NA,4,4,0,"petition",12,4,NA,0,9,90,0,45,0,110,NA,4,1,0,"petition",13,4,NA,0,10,100,40,45,1,96,NA,4,4,0,"petition",14,14,NA,0,1,0,0,0,1,0,0,NA,"Petition (0 cost to you)",1,4,4,4,4,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.1617647058823,1,1,19,"German, Hungarian","Woman","Business and Economics & Social Sciences","1-2","BSc","None","Secondary School","In education","500",6,5,6,"No"
15,"kzsxshpe",26,0,37,143,"activism","Contribute","2026-06-09 08:45:00.892460",1,NA,NA,0,"petition",NA,NA,"ahosr93r",NA,NA,NA,NA,0,"activism_pet_first",5,NA,NA,3,NA,0,5,50,15,45,NA,69,26,7,NA,NA,"petition",1,3,NA,0,10,100,30,45,NA,126,NA,7,NA,NA,"petition",2,3,NA,0,8,80,20,45,NA,NA,NA,7,NA,NA,"petition",3,3,NA,0,0,0,NA,45,NA,NA,NA,7,NA,NA,"petition",4,3,NA,0,NA,NA,NA,45,NA,NA,NA,7,NA,NA,"petition",5,3,NA,0,NA,NA,NA,45,NA,NA,NA,7,NA,NA,"petition",6,3,NA,0,NA,NA,NA,45,NA,NA,NA,7,NA,NA,"petition",7,3,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",8,3,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",9,3,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",10,3,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",11,3,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",12,3,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",13,3,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",14,15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8088235294118,1,26,21,"Swedish","Man","Business and Economics","3-4","BSc","1-2 years","Secondary School","In education","500",7,4,8,"Once"
16,"1os08k1l",16,0,78,143,"activism","WaitForResults","2026-06-09 08:45:00.970057",1,NA,NA,0,"petition",NA,NA,"ahosr93r",NA,NA,NA,NA,0,"activism_pet_first",5,NA,NA,2,NA,0,6,60,60,45,NA,56,16,1,NA,NA,"petition",1,2,NA,0,11,110,110,45,NA,88,NA,1,NA,NA,"petition",2,2,NA,0,8,80,80,45,NA,76,NA,1,NA,NA,"petition",3,2,NA,0,11,110,110,45,NA,88,NA,1,NA,NA,"petition",4,2,NA,0,12,120,120,45,NA,96,NA,1,NA,NA,"petition",5,2,NA,0,12,120,120,45,NA,112,NA,1,NA,NA,"petition",6,2,NA,0,9,90,90,45,NA,98,NA,1,NA,NA,"petition",7,2,NA,0,11,110,110,45,1,NA,NA,1,3,0,"petition",8,2,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"petition",9,2,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"petition",10,2,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"petition",11,2,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"petition",12,2,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"petition",13,2,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"petition",14,16,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8970588235294,1,16,25,"Bulgaria","Man","Logistic Management","1-2","MSc.","1-2","BSc.","In education","775",6,7,7,"Regularly"
17,"zu7f4eup",13,0,143,143,"questionnaire","ThankYou","2026-06-09 08:45:00.980261",1,NA,NA,14.1,"demonstration",7,1780995869.18468,"ahosr93r",NA,NA,NA,NA,0,"activism_pet_first",5,NA,NA,4,NA,0,7,70,0,45,NA,90,13,2,NA,NA,"demonstration",1,4,NA,0,9,90,10,45,NA,100,NA,2,NA,NA,"demonstration",2,4,NA,0,8,80,5,45,NA,89,NA,2,NA,NA,"demonstration",3,4,NA,0,6,60,0,45,NA,70,NA,2,NA,NA,"demonstration",4,4,NA,0,10,100,15,45,NA,97,NA,2,NA,NA,"demonstration",5,4,NA,0,11,110,15,45,NA,103,NA,2,NA,NA,"demonstration",6,4,NA,0,9,90,0,45,NA,94,NA,2,NA,NA,"demonstration",7,4,NA,0,11,110,0,45,0,110,NA,2,0,0,"demonstration",8,4,NA,0,11,110,0,45,0,110,NA,2,0,0,"demonstration",9,4,NA,0,13,130,0,45,0,130,NA,2,0,0,"demonstration",10,4,NA,0,12,120,0,45,0,120,NA,2,0,0,"demonstration",11,4,NA,0,11,110,0,45,0,110,NA,2,0,0,"demonstration",12,4,NA,0,11,110,0,45,0,110,NA,2,0,0,"demonstration",13,4,NA,0,11,110,10,45,0,108,NA,2,1,0,"demonstration",14,17,NA,0,0,0,0,0,0,0,0,"I am not interested, I dislike group projects","None of the above",5,2,3,3,4,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.8970588235294,1,13,26,"Austria","Woman","Applied Arts","3-4","Other","3-5","BSc.","Part-time","200",5,0,6,"Once"
18,"vw2fpivq",4,0,38,143,"activism","WaitForResults","2026-06-09 08:45:01.205107",1,NA,NA,0,"petition",NA,NA,"ahosr93r",NA,NA,NA,NA,0,"activism_pet_first",5,NA,NA,1,NA,0,11,110,20,45,NA,124,4,7,NA,NA,"petition",1,1,NA,0,10,100,20,45,NA,136,NA,7,NA,NA,"petition",2,1,NA,0,11,110,20,45,NA,128,NA,7,NA,NA,"petition",3,1,NA,0,11,110,20,45,NA,NA,NA,7,NA,NA,"petition",4,1,NA,0,NA,NA,NA,45,NA,NA,NA,7,NA,NA,"petition",5,1,NA,0,NA,NA,NA,45,NA,NA,NA,7,NA,NA,"petition",6,1,NA,0,NA,NA,NA,45,NA,NA,NA,7,NA,NA,"petition",7,1,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",8,1,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",9,1,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",10,1,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",11,1,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",12,1,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",13,1,NA,0,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,"petition",14,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5441176470588,1,4,19,"Austria","Woman","Business & Social Science","3-4","BSc","None","Secondary School","Part-time","700",3,7,7,"Once"
19,"9mcj0ohn",17,0,143,143,"questionnaire","ThankYou","2026-06-09 08:45:01.329408",1,NA,NA,20.1,"demonstration",7,1780995819.01845,"ahosr93r",NA,NA,NA,NA,0,"activism_pet_first",5,NA,NA,3,NA,0,12,120,0,45,NA,140,17,2,NA,NA,"demonstration",1,3,NA,0,10,100,0,45,NA,120,NA,2,NA,NA,"demonstration",2,3,NA,0,13,130,0,45,NA,144,NA,2,NA,NA,"demonstration",3,3,NA,0,10,100,0,45,NA,110,NA,2,NA,NA,"demonstration",4,3,NA,0,13,130,0,45,NA,142,NA,2,NA,NA,"demonstration",5,3,NA,0,13,130,0,45,NA,138,NA,2,NA,NA,"demonstration",6,3,NA,0,13,130,0,45,NA,134,NA,2,NA,NA,"demonstration",7,3,NA,0,14,140,0,45,0,140,NA,2,0,0,"demonstration",8,3,NA,0,12,120,0,45,0,120,NA,2,0,0,"demonstration",9,3,NA,0,14,140,0,45,0,140,NA,2,0,0,"demonstration",10,3,NA,0,15,150,0,45,0,150,NA,2,0,0,"demonstration",11,3,NA,0,11,110,0,45,0,110,NA,2,0,0,"demonstration",12,3,NA,0,10,100,0,45,0,100,NA,2,0,0,"demonstration",13,3,NA,0,11,110,0,45,0,118,NA,2,1,0,"demonstration",14,19,NA,0,0,0,0,0,1,0,0,NA,"Petition (0 cost to you)",3,1,1,3,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5294117647059,1,17,24,"Palestine","Man","Economics","3-4","MSc.","3-5","BSc.","In education","200",2,8,10,"No"
20,"ykenmho2",5,0,143,143,"questionnaire","ThankYou","2026-06-09 08:45:01.509512",1,NA,NA,15.3,"roadblock",6,1780995764.41842,"ahosr93r",NA,NA,NA,NA,0,"activism_pet_first",5,NA,NA,2,NA,0,11,110,55,45,NA,101,5,3,NA,NA,"roadblock",1,2,NA,0,12,120,60,45,NA,122,NA,3,NA,NA,"roadblock",2,2,NA,0,11,110,0,45,NA,160,NA,3,NA,NA,"roadblock",3,2,NA,0,12,120,60,45,NA,124,NA,3,NA,NA,"roadblock",4,2,NA,0,14,140,0,45,NA,150,NA,3,NA,NA,"roadblock",5,2,NA,0,13,130,60,45,NA,102,NA,3,NA,NA,"roadblock",6,2,NA,0,11,110,0,45,NA,118,NA,3,NA,NA,"roadblock",7,2,NA,0,10,100,100,35,1,64,NA,3,3,3,"roadblock",8,2,NA,0,10,100,100,35,1,62,NA,3,4,4,"roadblock",9,2,NA,0,12,120,120,35,1,78,NA,3,3,3,"roadblock",10,2,NA,0,12,120,0,40,0,150,NA,3,3,3,"roadblock",11,2,NA,0,12,120,0,40,0,124,NA,3,2,2,"roadblock",12,2,NA,0,10,100,0,40,0,106,NA,3,2,2,"roadblock",13,2,NA,0,12,120,0,40,0,125.2,NA,3,2,2,"roadblock",14,20,NA,0,1,0,0,0,0,0,0,"I wanted to put the money in a pot but hardly anyone else participated so it was no good deal for me in the end.","Petition (0 cost to you)",3,4,2,3,2,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.8970588235294,1,5,20,"Austria","Man",NA,"1-2","BSc","1-2 years","Secondary School","Part-time; In education","550",4,8,6,"Once"
21,"ju6xezrw",2,0,143,143,"questionnaire","ThankYou","2026-06-09 08:45:01.720698",1,NA,NA,19.35,"demonstration",2,1780995842.36694,"ahosr93r",NA,NA,NA,NA,0,"activism_pet_first",5,NA,NA,2,NA,0,7,70,10,45,NA,88.8,2,5,NA,NA,"demonstration",1,2,NA,0,10,100,25,45,NA,129,NA,5,NA,NA,"demonstration",2,2,NA,0,11,110,30,45,NA,168,NA,5,NA,NA,"demonstration",3,2,NA,0,11,110,34,45,NA,161.6,NA,5,NA,NA,"demonstration",4,2,NA,0,12,120,40,45,NA,140,NA,5,NA,NA,"demonstration",5,2,NA,0,14,140,40,45,NA,196,NA,5,NA,NA,"demonstration",6,2,NA,0,14,140,50,45,NA,154,NA,5,NA,NA,"demonstration",7,2,NA,0,8,80,10,45,0,104,NA,5,1,0,"demonstration",8,2,NA,0,9,90,20,45,0,134,NA,5,1,0,"demonstration",9,2,NA,0,14,140,25,45,0,149,NA,5,0,0,"demonstration",10,2,NA,0,11,110,28,45,0,93.2,NA,5,0,0,"demonstration",11,2,NA,0,10,100,20,45,0,88,NA,5,0,0,"demonstration",12,2,NA,0,12,120,10,45,0,114,NA,5,0,0,"demonstration",13,2,NA,0,14,140,5,45,0,137,NA,5,0,0,"demonstration",14,21,NA,0,0,0,0,0,0,0,1,NA,"Petition (0 cost to you)",5,4,3,3,2,3,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5294117647059,1,2,23,"German","Woman","Business Economics","1-2","MSc","1-2 years","BSc.","Part-time; In education","500",4,5,5,"No"
22,"odojvl0k",18,0,143,143,"questionnaire","ThankYou","2026-06-09 08:45:02.175733",1,NA,NA,4.35,"demonstration",7,1780995898.76812,"ahosr93r",NA,NA,NA,NA,0,"activism_pet_first",5,NA,NA,2,NA,0,4,40,20,45,NA,40,18,2,NA,NA,"demonstration",1,2,NA,0,6,60,20,45,NA,60,NA,2,NA,NA,"demonstration",2,2,NA,0,6,60,10,45,NA,64,NA,2,NA,NA,"demonstration",3,2,NA,0,6,60,20,45,NA,50,NA,2,NA,NA,"demonstration",4,2,NA,0,7,70,5,45,NA,77,NA,2,NA,NA,"demonstration",5,2,NA,0,9,90,5,45,NA,93,NA,2,NA,NA,"demonstration",6,2,NA,0,3,30,5,45,NA,29,NA,2,NA,NA,"demonstration",7,2,NA,0,4,40,0,45,0,40,NA,2,0,0,"demonstration",8,2,NA,0,5,50,0,45,0,50,NA,2,0,0,"demonstration",9,2,NA,0,9,90,0,45,0,90,NA,2,0,0,"demonstration",10,2,NA,0,9,90,0,45,0,90,NA,2,0,0,"demonstration",11,2,NA,0,8,80,0,45,0,80,NA,2,0,0,"demonstration",12,2,NA,0,8,80,0,45,0,80,NA,2,0,0,"demonstration",13,2,NA,0,5,50,10,35,1,48,NA,2,1,0,"demonstration",14,22,NA,0,0,0,0,0,1,0,0,"Not regarding that but sometimes the numbers got changed to an incorrect number","Petition (0 cost to you)",4,2,4,4,4,3,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.8970588235294,1,18,26,"Austria","Woman",NA,"7-8","BSc.","> 5 years","BSc.","In education","4000",8,2,10,"Regularly"
