"participant_id","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._current_page_name","participant.time_started_utc","final_payoff","treatment_assigned","selected_round","participant.stopped_at","session_code","questionnaire.1.player.id_in_group","questionnaire.1.player.payoff","questionnaire.1.player.q1_support","questionnaire.1.player.q1_pressure","questionnaire.1.player.q1_convincing","questionnaire.1.player.q1_too_extreme","questionnaire.1.player.q1_no_earnings_effect","questionnaire.1.player.q1_reciprocate","questionnaire.1.player.q1_autonomy","questionnaire.1.player.q1_motivation_other","questionnaire.1.player.q2_activism_choice","questionnaire.1.player.q3_personal_cost","questionnaire.1.player.q4_cost_to_others","questionnaire.1.player.q5_extremity","questionnaire.1.player.q6_legitimacy","questionnaire.1.player.q7_social_id","questionnaire.1.player.q8_compassion","questionnaire.1.player.q8_sympathy","questionnaire.1.player.q8_annoyance","questionnaire.1.group.id_in_subsession","questionnaire.1.subsession.round_number","pct_complete","session_num","seat_num","Age_Years","Nationality","Gender","Field_of_Study","Year_of_Study_Semester","Degree_Programme","Work_Experience","Highest_Education_Level","Employment","Monthly_Disposable_Income_EUR","Political_Orientation_0_10","General_Trust_0_10","Risk_Willingness_0_10","Charitable_Donations","app_round","id_in_group","effort_score","wage","contribution","actual_effort_time","player.chose_activism","round_payoff","player.seat_number","group_raw_id","num_activists","num_roadblockers","round_treatment","period","app_round_2","group_id","participant_seat","is_treatment_round","condition","activism_rate","chose_activism","relative_contribution","norm_wage","norm_payoff","added_wage","group_mean_contribution","group_total_contribution","group_size","others_contribution","total_wage","welfare","norm_welfare","welfare_fullcoop","n_activists","n_freeriders","efficiency","NegDev","PosDev","others_contribution_lag","NegDev_lag","PosDev_lag","NegDev_lag_full","PosDev_lag_full"
16,"1os08k1l",16,0,78,143,"activism","WaitForResults","2026-06-09 08:45:00.970057",0,"petition",NA,NA,"ahosr93r",16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,48.8970588235294,1,16,25,"Bulgaria","Man","Logistic Management","1-2","MSc.","1-2","BSc.","In education","775",6,7,7,"Regularly",7,2,9,90,90,45,NA,98,NA,1,NA,NA,"petition",7,7,"ahosr93r_1","16_1",0,"control",NA,NA,100,2,2.17777777777778,8,61.25,245,4,51.6666666666667,430,577,12.8222222222222,688,0,0,83.8662790697674,0,28.75,53.3333333333333,NA,NA,0,50
15,"1pjntanf",21,0,143,143,"questionnaire","ThankYou","2026-06-09 13:35:28.410784",18.15,"petition",14,1781013452.30665,"tdmddbpq",15,0,1,0,1,0,1,1,0,"evidently cooperation would bring us the biggest profit and in the first rounds i wanted to establlish trust by my contributions","Petition (0 cost to you)",1,2,1,5,3,4,4,2,1,1,79.0441176470588,2,21,26,"Kazakhstan","Woman","Digital Economy","3-4","MSc","3-5 years","Bachelor's degree","In education studying","600",1,7,7,"Regularly",1,2,7,70,40,45,NA,86,21,4,NA,NA,"petition",1,1,"tdmddbpq_4","21_2",0,"control",NA,NA,57.1428571428571,1.55555555555556,1.91111111111111,16,35,140,4,33.3333333333333,300,384,8.53333333333333,480,0,0,80,0,5,NA,NA,NA,NA,NA
15,"1pjntanf",21,0,143,143,"questionnaire","ThankYou","2026-06-09 13:35:28.410784",18.15,"petition",14,1781013452.30665,"tdmddbpq",15,0,1,0,1,0,1,1,0,"evidently cooperation would bring us the biggest profit and in the first rounds i wanted to establlish trust by my contributions","Petition (0 cost to you)",1,2,1,5,3,4,4,2,1,1,79.0441176470588,2,21,26,"Kazakhstan","Woman","Digital Economy","3-4","MSc","3-5 years","Bachelor's degree","In education studying","600",1,7,7,"Regularly",2,2,8,80,50,45,NA,106,NA,4,NA,NA,"petition",2,2,"tdmddbpq_4","21_2",0,"control",NA,NA,62.5,1.77777777777778,2.35555555555556,26,47.5,190,4,46.6666666666667,360,474,10.5333333333333,576,0,0,82.2916666666667,0,2.5,33.3333333333333,NA,NA,0,5
15,"1pjntanf",21,0,143,143,"questionnaire","ThankYou","2026-06-09 13:35:28.410784",18.15,"petition",14,1781013452.30665,"tdmddbpq",15,0,1,0,1,0,1,1,0,"evidently cooperation would bring us the biggest profit and in the first rounds i wanted to establlish trust by my contributions","Petition (0 cost to you)",1,2,1,5,3,4,4,2,1,1,79.0441176470588,2,21,26,"Kazakhstan","Woman","Digital Economy","3-4","MSc","3-5 years","Bachelor's degree","In education studying","600",1,7,7,"Regularly",3,2,6,60,30,45,NA,78,NA,4,NA,NA,"petition",3,3,"tdmddbpq_4","21_2",0,"control",NA,NA,50,1.33333333333333,1.73333333333333,18,30,120,4,30,290,362,8.04444444444444,464,0,0,78.0172413793103,0,0,46.6666666666667,NA,NA,0,2.5
15,"1pjntanf",21,0,143,143,"questionnaire","ThankYou","2026-06-09 13:35:28.410784",18.15,"petition",14,1781013452.30665,"tdmddbpq",15,0,1,0,1,0,1,1,0,"evidently cooperation would bring us the biggest profit and in the first rounds i wanted to establlish trust by my contributions","Petition (0 cost to you)",1,2,1,5,3,4,4,2,1,1,79.0441176470588,2,21,26,"Kazakhstan","Woman","Digital Economy","3-4","MSc","3-5 years","Bachelor's degree","In education studying","600",1,7,7,"Regularly",4,2,9,90,50,45,NA,96,NA,4,NA,NA,"petition",4,4,"tdmddbpq_4","21_2",0,"control",NA,NA,55.5555555555556,2,2.13333333333333,6,35,140,4,30,350,434,9.64444444444444,560,0,0,77.5,0,15,30,NA,NA,0,0
15,"1pjntanf",21,0,143,143,"questionnaire","ThankYou","2026-06-09 13:35:28.410784",18.15,"petition",14,1781013452.30665,"tdmddbpq",15,0,1,0,1,0,1,1,0,"evidently cooperation would bring us the biggest profit and in the first rounds i wanted to establlish trust by my contributions","Petition (0 cost to you)",1,2,1,5,3,4,4,2,1,1,79.0441176470588,2,21,26,"Kazakhstan","Woman","Digital Economy","3-4","MSc","3-5 years","Bachelor's degree","In education studying","600",1,7,7,"Regularly",5,2,9,90,40,45,NA,104,NA,4,NA,NA,"petition",5,5,"tdmddbpq_4","21_2",0,"control",NA,NA,44.4444444444444,2,2.31111111111111,14,33.75,135,4,31.6666666666667,350,431,9.57777777777778,560,0,0,76.9642857142857,0,6.25,30,NA,NA,0,15
15,"1pjntanf",21,0,143,143,"questionnaire","ThankYou","2026-06-09 13:35:28.410784",18.15,"petition",14,1781013452.30665,"tdmddbpq",15,0,1,0,1,0,1,1,0,"evidently cooperation would bring us the biggest profit and in the first rounds i wanted to establlish trust by my contributions","Petition (0 cost to you)",1,2,1,5,3,4,4,2,1,1,79.0441176470588,2,21,26,"Kazakhstan","Woman","Digital Economy","3-4","MSc","3-5 years","Bachelor's degree","In education studying","600",1,7,7,"Regularly",6,2,8,80,20,45,NA,92,NA,4,NA,NA,"petition",6,6,"tdmddbpq_4","21_2",0,"control",NA,NA,25,1.77777777777778,2.04444444444444,12,20,80,4,20,310,358,7.95555555555556,496,0,1,72.1774193548387,0,0,31.6666666666667,NA,NA,0,6.25
15,"1pjntanf",21,0,143,143,"questionnaire","ThankYou","2026-06-09 13:35:28.410784",18.15,"petition",14,1781013452.30665,"tdmddbpq",15,0,1,0,1,0,1,1,0,"evidently cooperation would bring us the biggest profit and in the first rounds i wanted to establlish trust by my contributions","Petition (0 cost to you)",1,2,1,5,3,4,4,2,1,1,79.0441176470588,2,21,26,"Kazakhstan","Woman","Digital Economy","3-4","MSc","3-5 years","Bachelor's degree","In education studying","600",1,7,7,"Regularly",7,2,9,90,25,45,NA,99,NA,4,NA,NA,"petition",7,7,"tdmddbpq_4","21_2",0,"control",NA,NA,27.7777777777778,2,2.2,9,21.25,85,4,20,340,391,8.68888888888889,544,0,0,71.875,0,3.75,20,NA,NA,0,0
15,"1pjntanf",21,0,143,143,"questionnaire","ThankYou","2026-06-09 13:35:28.410784",18.15,"petition",14,1781013452.30665,"tdmddbpq",15,0,1,0,1,0,1,1,0,"evidently cooperation would bring us the biggest profit and in the first rounds i wanted to establlish trust by my contributions","Petition (0 cost to you)",1,2,1,5,3,4,4,2,1,1,79.0441176470588,2,21,26,"Kazakhstan","Woman","Digital Economy","3-4","MSc","3-5 years","Bachelor's degree","In education studying","600",1,7,7,"Regularly",8,2,10,100,25,45,1,129,NA,4,4,0,"petition",8,1,"tdmddbpq_4","21_2",1,"petition",100,1,25,2.22222222222222,2.86666666666667,29,33.75,135,4,36.6666666666667,370,451,10.0222222222222,592,16,0,76.1824324324324,8.75,0,20,0,3.75,0,3.75
15,"1pjntanf",21,0,143,143,"questionnaire","ThankYou","2026-06-09 13:35:28.410784",18.15,"petition",14,1781013452.30665,"tdmddbpq",15,0,1,0,1,0,1,1,0,"evidently cooperation would bring us the biggest profit and in the first rounds i wanted to establlish trust by my contributions","Petition (0 cost to you)",1,2,1,5,3,4,4,2,1,1,79.0441176470588,2,21,26,"Kazakhstan","Woman","Digital Economy","3-4","MSc","3-5 years","Bachelor's degree","In education studying","600",1,7,7,"Regularly",9,2,10,100,35,45,1,107,NA,4,4,0,"petition",9,2,"tdmddbpq_4","21_2",1,"petition",100,1,35,2.22222222222222,2.37777777777778,7,26.25,105,4,23.3333333333333,340,403,8.95555555555556,544,16,0,74.0808823529412,0,8.75,36.6666666666667,8.75,0,8.75,0
