participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.selected_round,participant.stopped_at,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.participation_fee,session.num_roadblockers,session.treatment,activism.1.player.id_in_group,activism.1.player.role,activism.1.player.payoff,activism.1.player.effort_score,activism.1.player.wage,activism.1.player.contribution,activism.1.player.actual_effort_time,activism.1.player.chose_activism,activism.1.player.round_payoff,activism.1.player.seat_number,activism.1.group.id_in_subsession,activism.1.group.num_activists,activism.1.group.num_roadblockers,activism.1.group.treatment,activism.1.group.total_contribution,activism.1.subsession.round_number,activism.2.player.id_in_group,activism.2.player.role,activism.2.player.payoff,activism.2.player.effort_score,activism.2.player.wage,activism.2.player.contribution,activism.2.player.actual_effort_time,activism.2.player.chose_activism,activism.2.player.round_payoff,activism.2.player.seat_number,activism.2.group.id_in_subsession,activism.2.group.num_activists,activism.2.group.num_roadblockers,activism.2.group.treatment,activism.2.group.total_contribution,activism.2.subsession.round_number,activism.3.player.id_in_group,activism.3.player.role,activism.3.player.payoff,activism.3.player.effort_score,activism.3.player.wage,activism.3.player.contribution,activism.3.player.actual_effort_time,activism.3.player.chose_activism,activism.3.player.round_payoff,activism.3.player.seat_number,activism.3.group.id_in_subsession,activism.3.group.num_activists,activism.3.group.num_roadblockers,activism.3.group.treatment,activism.3.group.total_contribution,activism.3.subsession.round_number,activism.4.player.id_in_group,activism.4.player.role,activism.4.player.payoff,activism.4.player.effort_score,activism.4.player.wage,activism.4.player.contribution,activism.4.player.actual_effort_time,activism.4.player.chose_activism,activism.4.player.round_payoff,activism.4.player.seat_number,activism.4.group.id_in_subsession,activism.4.group.num_activists,activism.4.group.num_roadblockers,activism.4.group.treatment,activism.4.group.total_contribution,activism.4.subsession.round_number,activism.5.player.id_in_group,activism.5.player.role,activism.5.player.payoff,activism.5.player.effort_score,activism.5.player.wage,activism.5.player.contribution,activism.5.player.actual_effort_time,activism.5.player.chose_activism,activism.5.player.round_payoff,activism.5.player.seat_number,activism.5.group.id_in_subsession,activism.5.group.num_activists,activism.5.group.num_roadblockers,activism.5.group.treatment,activism.5.group.total_contribution,activism.5.subsession.round_number,activism.6.player.id_in_group,activism.6.player.role,activism.6.player.payoff,activism.6.player.effort_score,activism.6.player.wage,activism.6.player.contribution,activism.6.player.actual_effort_time,activism.6.player.chose_activism,activism.6.player.round_payoff,activism.6.player.seat_number,activism.6.group.id_in_subsession,activism.6.group.num_activists,activism.6.group.num_roadblockers,activism.6.group.treatment,activism.6.group.total_contribution,activism.6.subsession.round_number,activism.7.player.id_in_group,activism.7.player.role,activism.7.player.payoff,activism.7.player.effort_score,activism.7.player.wage,activism.7.player.contribution,activism.7.player.actual_effort_time,activism.7.player.chose_activism,activism.7.player.round_payoff,activism.7.player.seat_number,activism.7.group.id_in_subsession,activism.7.group.num_activists,activism.7.group.num_roadblockers,activism.7.group.treatment,activism.7.group.total_contribution,activism.7.subsession.round_number,activism.8.player.id_in_group,activism.8.player.role,activism.8.player.payoff,activism.8.player.effort_score,activism.8.player.wage,activism.8.player.contribution,activism.8.player.actual_effort_time,activism.8.player.chose_activism,activism.8.player.round_payoff,activism.8.player.seat_number,activism.8.group.id_in_subsession,activism.8.group.num_activists,activism.8.group.num_roadblockers,activism.8.group.treatment,activism.8.group.total_contribution,activism.8.subsession.round_number,activism.9.player.id_in_group,activism.9.player.role,activism.9.player.payoff,activism.9.player.effort_score,activism.9.player.wage,activism.9.player.contribution,activism.9.player.actual_effort_time,activism.9.player.chose_activism,activism.9.player.round_payoff,activism.9.player.seat_number,activism.9.group.id_in_subsession,activism.9.group.num_activists,activism.9.group.num_roadblockers,activism.9.group.treatment,activism.9.group.total_contribution,activism.9.subsession.round_number,activism.10.player.id_in_group,activism.10.player.role,activism.10.player.payoff,activism.10.player.effort_score,activism.10.player.wage,activism.10.player.contribution,activism.10.player.actual_effort_time,activism.10.player.chose_activism,activism.10.player.round_payoff,activism.10.player.seat_number,activism.10.group.id_in_subsession,activism.10.group.num_activists,activism.10.group.num_roadblockers,activism.10.group.treatment,activism.10.group.total_contribution,activism.10.subsession.round_number,activism.11.player.id_in_group,activism.11.player.role,activism.11.player.payoff,activism.11.player.effort_score,activism.11.player.wage,activism.11.player.contribution,activism.11.player.actual_effort_time,activism.11.player.chose_activism,activism.11.player.round_payoff,activism.11.player.seat_number,activism.11.group.id_in_subsession,activism.11.group.num_activists,activism.11.group.num_roadblockers,activism.11.group.treatment,activism.11.group.total_contribution,activism.11.subsession.round_number,activism.12.player.id_in_group,activism.12.player.role,activism.12.player.payoff,activism.12.player.effort_score,activism.12.player.wage,activism.12.player.contribution,activism.12.player.actual_effort_time,activism.12.player.chose_activism,activism.12.player.round_payoff,activism.12.player.seat_number,activism.12.group.id_in_subsession,activism.12.group.num_activists,activism.12.group.num_roadblockers,activism.12.group.treatment,activism.12.group.total_contribution,activism.12.subsession.round_number,activism.13.player.id_in_group,activism.13.player.role,activism.13.player.payoff,activism.13.player.effort_score,activism.13.player.wage,activism.13.player.contribution,activism.13.player.actual_effort_time,activism.13.player.chose_activism,activism.13.player.round_payoff,activism.13.player.seat_number,activism.13.group.id_in_subsession,activism.13.group.num_activists,activism.13.group.num_roadblockers,activism.13.group.treatment,activism.13.group.total_contribution,activism.13.subsession.round_number,activism.14.player.id_in_group,activism.14.player.role,activism.14.player.payoff,activism.14.player.effort_score,activism.14.player.wage,activism.14.player.contribution,activism.14.player.actual_effort_time,activism.14.player.chose_activism,activism.14.player.round_payoff,activism.14.player.seat_number,activism.14.group.id_in_subsession,activism.14.group.num_activists,activism.14.group.num_roadblockers,activism.14.group.treatment,activism.14.group.total_contribution,activism.14.subsession.round_number,questionnaire.1.player.id_in_group,questionnaire.1.player.role,questionnaire.1.player.payoff,questionnaire.1.player.q1_support,questionnaire.1.player.q1_pressure,questionnaire.1.player.q1_convincing,questionnaire.1.player.q1_too_extreme,questionnaire.1.player.q1_no_earnings_effect,questionnaire.1.player.q1_reciprocate,questionnaire.1.player.q1_autonomy,questionnaire.1.player.q1_motivation_other,questionnaire.1.player.q2_activism_choice,questionnaire.1.player.q3_personal_cost,questionnaire.1.player.q4_cost_to_others,questionnaire.1.player.q5_extremity,questionnaire.1.player.q6_legitimacy,questionnaire.1.player.q7_social_id,questionnaire.1.player.q8_compassion,questionnaire.1.player.q8_sympathy,questionnaire.1.player.q8_annoyance,questionnaire.1.group.id_in_subsession,questionnaire.1.subsession.round_number
20,re1bvtsn,8,0,143,143,questionnaire,ThankYou,35:28.8,1,,,18.84,roadblock,13,1781013205,tdmddbpq,,,,,0,activism_pet_first,5,,,3,,0,12,120,0,45,,136.4,8,3,,,roadblock,41,1,3,,0,12,120,0,45,,137.2,,3,,,roadblock,43,2,3,,0,13,130,0,45,,148.8,,3,,,roadblock,47,3,3,,0,11,110,0,45,,123.6,,3,,,roadblock,34,4,3,,0,14,140,0,45,,152.4,,3,,,roadblock,31,5,3,,0,12,120,0,45,,133.2,,3,,,roadblock,33,6,3,,0,12,120,0,45,,136,,3,,,roadblock,40,7,3,,0,12,120,0,40,0,132.4,,3,2,2,roadblock,31,8,3,,0,13,130,0,40,0,142,,3,2,2,roadblock,30,9,3,,0,10,100,0,40,0,110.4,,3,1,1,roadblock,26,10,3,,0,13,130,0,40,0,138.4,,3,1,1,roadblock,21,11,3,,0,11,110,0,40,0,116.4,,3,1,1,roadblock,16,12,3,,0,12,120,0,40,0,125.6,,3,2,2,roadblock,14,13,3,,0,12,120,0,40,0,126.4,,3,2,2,roadblock,16,14,20,,0,0,0,0,0,1,0,0,,Petition (0 cost to you),3,3,2,5,2,4,4,1,1,1
25,83aftgm4,5,0,143,143,questionnaire,ThankYou,35:32.2,1,,,12.84,roadblock,13,1781013230,tdmddbpq,,,,,0,activism_pet_first,5,,,4,,0,13,130,30,45,,116.4,5,3,,,roadblock,41,1,4,,0,14,140,30,45,,127.2,,3,,,roadblock,43,2,4,,0,15,150,30,45,,138.8,,3,,,roadblock,47,3,4,,0,10,100,20,45,,93.6,,3,,,roadblock,34,4,4,,0,13,130,30,45,,112.4,,3,,,roadblock,31,5,4,,0,15,150,30,45,,133.2,,3,,,roadblock,33,6,4,,0,12,120,20,45,,116,,3,,,roadblock,40,7,4,,0,10,100,20,35,1,92.4,,3,2,2,roadblock,31,8,4,,0,10,100,20,35,1,92,,3,2,2,roadblock,30,9,4,,0,12,120,20,40,0,110.4,,3,1,1,roadblock,26,10,4,,0,11,110,10,40,0,108.4,,3,1,1,roadblock,21,11,4,,0,11,110,10,40,0,106.4,,3,1,1,roadblock,16,12,4,,0,9,90,10,35,1,85.6,,3,2,2,roadblock,14,13,4,,0,11,110,10,35,1,106.4,,3,2,2,roadblock,16,14,25,,0,1,0,1,0,0,0,0,,Road blocking (Cost: -10 sec to you; -5 sec to others),4,3,2,4,4,4,4,2,1,1
11,5qny78h8,6,0,143,143,questionnaire,ThankYou,35:28.0,1,,,15.9,petition,14,1781013397,tdmddbpq,,,,,0,activism_pet_first,5,,,3,,0,8,80,40,45,,96,6,4,,,petition,140,1,3,,0,10,100,80,45,,96,,4,,,petition,190,2,3,,0,7,70,35,45,,83,,4,,,petition,120,3,3,,0,7,70,40,45,,86,,4,,,petition,140,4,3,,0,8,80,50,45,,84,,4,,,petition,135,5,3,,0,8,80,30,45,,82,,4,,,petition,80,6,3,,0,9,90,30,45,,94,,4,,,petition,85,7,3,,0,10,100,65,45,1,89,,4,4,0,petition,135,8,3,,0,10,100,40,45,1,102,,4,4,0,petition,105,9,3,,0,10,100,10,45,1,122,,4,4,0,petition,80,10,3,,0,10,100,20,45,1,108,,4,3,0,petition,70,11,3,,0,11,110,15,45,1,121,,4,3,0,petition,65,12,3,,0,6,60,10,45,1,90,,4,4,0,petition,100,13,3,,0,8,80,20,45,1,106,,4,4,0,petition,115,14,11,,0,1,0,0,0,0,1,0,,Petition (0 cost to you),1,2,3,4,3,3,3,4,1,1
15,1pjntanf,21,0,143,143,questionnaire,ThankYou,35:28.4,1,,,18.15,petition,14,1781013452,tdmddbpq,,,,,0,activism_pet_first,5,,,2,,0,7,70,40,45,,86,21,4,,,petition,140,1,2,,0,8,80,50,45,,106,,4,,,petition,190,2,2,,0,6,60,30,45,,78,,4,,,petition,120,3,2,,0,9,90,50,45,,96,,4,,,petition,140,4,2,,0,9,90,40,45,,104,,4,,,petition,135,5,2,,0,8,80,20,45,,92,,4,,,petition,80,6,2,,0,9,90,25,45,,99,,4,,,petition,85,7,2,,0,10,100,25,45,1,129,,4,4,0,petition,135,8,2,,0,10,100,35,45,1,107,,4,4,0,petition,105,9,2,,0,9,90,25,45,1,97,,4,4,0,petition,80,10,2,,0,7,70,0,45,0,98,,4,3,0,petition,70,11,2,,0,6,60,20,45,1,66,,4,3,0,petition,65,12,2,,0,10,100,40,45,1,100,,4,4,0,petition,100,13,2,,0,11,110,35,45,1,121,,4,4,0,petition,115,14,15,,0,1,0,1,0,1,1,0,evidently cooperation would bring us the biggest profit and in the first rounds i wanted to establlish trust by my contributions,Petition (0 cost to you),1,2,1,5,3,4,4,2,1,1
21,amhitlg7,7,0,143,143,questionnaire,ThankYou,35:29.1,1,,,12.9,petition,14,1781013407,tdmddbpq,,,,,0,activism_pet_first,5,,,4,,0,6,60,40,45,,76,7,4,,,petition,140,1,4,,0,7,70,30,45,,116,,4,,,petition,190,2,4,,0,8,80,40,45,,88,,4,,,petition,120,3,4,,0,8,80,30,45,,106,,4,,,petition,140,4,4,,0,7,70,25,45,,99,,4,,,petition,135,5,4,,0,7,70,30,45,,72,,4,,,petition,80,6,4,,0,6,60,20,45,,74,,4,,,petition,85,7,4,,0,7,70,25,45,1,99,,4,4,0,petition,135,8,4,,0,5,50,20,45,1,72,,4,4,0,petition,105,9,4,,0,6,60,25,45,1,67,,4,4,0,petition,80,10,4,,0,7,70,30,45,1,68,,4,3,0,petition,70,11,4,,0,7,70,20,45,1,76,,4,3,0,petition,65,12,4,,0,7,70,30,45,1,80,,4,4,0,petition,100,13,4,,0,7,70,30,45,1,86,,4,4,0,petition,115,14,21,,0,1,0,1,0,0,1,0,,Petition (0 cost to you),3,3,3,4,4,3,4,2,1,1
28,r3xrntnr,20,0,143,143,questionnaire,ThankYou,35:38.9,1,,,21.9,petition,14,1781013375,tdmddbpq,,,,,0,activism_pet_first,5,,,1,,0,9,90,20,45,,126,20,4,,,petition,140,1,1,,0,11,110,30,45,,156,,4,,,petition,190,2,1,,0,8,80,15,45,,113,,4,,,petition,120,3,1,,0,11,110,20,45,,146,,4,,,petition,140,4,1,,0,11,110,20,45,,144,,4,,,petition,135,5,1,,0,8,80,0,45,,112,,4,,,petition,80,6,1,,0,10,100,10,45,,124,,4,,,petition,85,7,1,,0,10,100,20,45,1,134,,4,4,0,petition,135,8,1,,0,9,90,10,45,1,122,,4,4,0,petition,105,9,1,,0,10,100,20,45,1,112,,4,4,0,petition,80,10,1,,0,12,120,20,45,1,128,,4,3,0,petition,70,11,1,,0,11,110,10,45,0,126,,4,3,0,petition,65,12,1,,0,12,120,20,45,1,140,,4,4,0,petition,100,13,1,,0,13,130,30,45,1,146,,4,4,0,petition,115,14,28,,0,1,0,0,0,1,0,0,,Petition (0 cost to you),1,3,2,5,5,2,3,1,1,1
4,mo19ix9u,18,0,143,143,questionnaire,ThankYou,35:27.2,1,,,17.1,demonstration,9,1781013224,tdmddbpq,,,,,0,activism_pet_first,5,,,4,,0,10,100,25,45,,101,18,5,,,demonstration,65,1,4,,0,12,120,20,45,,128,,5,,,demonstration,70,2,4,,0,10,100,25,45,,101,,5,,,demonstration,65,3,4,,0,9,90,20,45,,90,,5,,,demonstration,50,4,4,,0,10,100,0,45,,114,,5,,,demonstration,35,5,4,,0,9,90,0,45,,104,,5,,,demonstration,35,6,4,,0,10,100,0,45,,106,,5,,,demonstration,15,7,4,,0,9,90,0,35,1,138,,5,3,0,demonstration,120,8,4,,0,6,60,0,35,1,114,,5,3,0,demonstration,135,9,4,,0,8,80,0,35,1,92,,5,2,0,demonstration,30,10,4,,0,12,120,0,45,0,120,,5,0,0,demonstration,0,11,4,,0,10,100,0,45,0,100,,5,0,0,demonstration,0,12,4,,0,8,80,0,45,0,80,,5,0,0,demonstration,0,13,4,,0,9,90,0,35,1,90,,5,1,0,demonstration,0,14,4,,0,1,0,0,0,0,0,0,,Petition (0 cost to you),3,4,3,3,3,3,3,3,1,1
7,emq43ot6,14,0,143,143,questionnaire,ThankYou,35:27.5,1,,,16.35,demonstration,9,1781013233,tdmddbpq,,,,,0,activism_pet_first,5,,,2,,0,8,80,40,45,,66,14,5,,,demonstration,65,1,2,,0,10,100,50,45,,78,,5,,,demonstration,70,2,2,,0,9,90,30,45,,86,,5,,,demonstration,65,3,2,,0,8,80,30,45,,70,,5,,,demonstration,50,4,2,,0,9,90,35,45,,69,,5,,,demonstration,35,5,2,,0,8,80,35,45,,59,,5,,,demonstration,35,6,2,,0,11,110,15,45,,101,,5,,,demonstration,15,7,2,,0,8,80,40,35,1,88,,5,3,0,demonstration,120,8,2,,0,9,90,35,35,1,109,,5,3,0,demonstration,135,9,2,,0,7,70,30,35,1,52,,5,2,0,demonstration,30,10,2,,0,11,110,0,45,0,110,,5,0,0,demonstration,0,11,2,,0,9,90,0,45,0,90,,5,0,0,demonstration,0,12,2,,0,11,110,0,45,0,110,,5,0,0,demonstration,0,13,2,,0,11,110,0,45,0,110,,5,1,0,demonstration,0,14,7,,0,1,0,1,0,0,0,0,,Demonstration (Cost: -10 sec to you),3,3,3,4,3,3,4,3,1,1
26,mdfk29n4,2,0,143,143,questionnaire,ThankYou,35:32.5,1,,,8.1,demonstration,9,1781013255,tdmddbpq,,,,,0,activism_pet_first,5,,,3,,0,9,90,0,45,,116,2,5,,,demonstration,65,1,3,,0,13,130,0,45,,158,,5,,,demonstration,70,2,3,,0,9,90,10,45,,106,,5,,,demonstration,65,3,3,,0,12,120,0,45,,140,,5,,,demonstration,50,4,3,,0,11,110,0,45,,124,,5,,,demonstration,35,5,3,,0,10,100,0,45,,114,,5,,,demonstration,35,6,3,,0,11,110,0,45,,116,,5,,,demonstration,15,7,3,,0,8,80,80,35,1,48,,5,3,0,demonstration,120,8,3,,0,10,100,100,35,1,54,,5,3,0,demonstration,135,9,3,,0,11,110,0,45,0,122,,5,2,0,demonstration,30,10,3,,0,13,130,0,45,0,130,,5,0,0,demonstration,0,11,3,,0,13,130,0,45,0,130,,5,0,0,demonstration,0,12,3,,0,11,110,0,45,0,110,,5,0,0,demonstration,0,13,3,,0,14,140,0,45,0,140,,5,1,0,demonstration,0,14,26,,0,1,0,0,0,0,0,0,,Petition (0 cost to you),4,1,2,2,1,3,2,5,1,1
27,bygi6pv2,15,0,143,143,questionnaire,ThankYou,35:32.7,1,,,26.1,demonstration,9,1781013239,tdmddbpq,,,,,0,activism_pet_first,5,,,1,,0,9,90,0,45,,116,15,5,,,demonstration,65,1,1,,0,13,130,0,45,,158,,5,,,demonstration,70,2,1,,0,13,130,0,45,,156,,5,,,demonstration,65,3,1,,0,11,110,0,45,,130,,5,,,demonstration,50,4,1,,0,11,110,0,45,,124,,5,,,demonstration,35,5,1,,0,11,110,0,45,,124,,5,,,demonstration,35,6,1,,0,12,120,0,45,,126,,5,,,demonstration,15,7,1,,0,12,120,0,45,0,168,,5,3,0,demonstration,120,8,1,,0,12,120,0,45,0,174,,5,3,0,demonstration,135,9,1,,0,13,130,0,45,0,142,,5,2,0,demonstration,30,10,1,,0,13,130,0,45,0,130,,5,0,0,demonstration,0,11,1,,0,14,140,0,45,0,140,,5,0,0,demonstration,0,12,1,,0,13,130,0,45,0,130,,5,0,0,demonstration,0,13,1,,0,15,150,0,45,0,150,,5,1,0,demonstration,0,14,27,,0,0,0,0,0,1,0,0,,Petition (0 cost to you),5,1,1,1,1,1,1,1,1,1
9,678275og,16,0,78,143,activism,WaitForResults,35:27.8,1,,,0,roadblock,,,tdmddbpq,,,,,0,activism_pet_first,5,,,1,,0,11,110,110,45,,66,16,6,,,roadblock,165,1,1,,0,13,130,130,45,,96,,6,,,roadblock,240,2,1,,0,11,110,110,45,,94.4,,6,,,roadblock,236,3,1,,0,12,120,120,45,,94,,6,,,roadblock,235,4,1,,0,12,120,60,45,,125.2,,6,,,roadblock,163,5,1,,0,11,110,55,45,,133,,6,,,roadblock,195,6,1,,0,13,130,0,45,,162,,6,,,roadblock,80,7,1,,0,10,100,50,40,0,,,6,2,2,roadblock,,8,1,,0,,,,,,,,6,,,roadblock,,9,1,,0,,,,,,,,6,,,roadblock,,10,1,,0,,,,,,,,6,,,roadblock,,11,1,,0,,,,,,,,6,,,roadblock,,12,1,,0,,,,,,,,6,,,roadblock,,13,1,,0,,,,,,,,6,,,roadblock,,14,9,,0,,,,,,,,,,,,,,,,,,1,1
14,s4fdfqql,23,0,78,143,activism,WaitForResults,35:28.3,1,,,0,roadblock,,,tdmddbpq,,,,,0,activism_pet_first,5,,,3,,0,5,50,30,45,,86,23,6,,,roadblock,165,1,3,,0,9,90,90,45,,96,,6,,,roadblock,240,2,3,,0,11,110,110,45,,94.4,,6,,,roadblock,236,3,3,,0,11,110,100,45,,104,,6,,,roadblock,235,4,3,,0,10,100,100,45,,65.2,,6,,,roadblock,163,5,3,,0,9,90,80,45,,88,,6,,,roadblock,195,6,3,,0,9,90,70,45,,52,,6,,,roadblock,80,7,3,,0,7,70,70,35,1,,,6,2,2,roadblock,,8,3,,0,,,,,,,,6,,,roadblock,,9,3,,0,,,,,,,,6,,,roadblock,,10,3,,0,,,,,,,,6,,,roadblock,,11,3,,0,,,,,,,,6,,,roadblock,,12,3,,0,,,,,,,,6,,,roadblock,,13,3,,0,,,,,,,,6,,,roadblock,,14,14,,0,,,,,,,,,,,,,,,,,,1,1
22,nqzcesvm,11,0,76,143,activism,EffortTask,35:29.5,1,,,0,roadblock,,,tdmddbpq,,,,,0,activism_pet_first,5,,,2,,0,8,80,5,45,,141,11,6,,,roadblock,165,1,2,,0,6,60,0,45,,156,,6,,,roadblock,240,2,2,,0,6,60,6,45,,148.4,,6,,,roadblock,236,3,2,,0,8,80,5,45,,169,,6,,,roadblock,235,4,2,,0,8,80,3,45,,142.2,,6,,,roadblock,163,5,2,,0,5,50,50,45,,78,,6,,,roadblock,195,6,2,,0,8,80,0,45,,112,,6,,,roadblock,80,7,2,,0,,,,,1,,,6,2,2,roadblock,,8,2,,0,,,,,,,,6,,,roadblock,,9,2,,0,,,,,,,,6,,,roadblock,,10,2,,0,,,,,,,,6,,,roadblock,,11,2,,0,,,,,,,,6,,,roadblock,,12,2,,0,,,,,,,,6,,,roadblock,,13,2,,0,,,,,,,,6,,,roadblock,,14,22,,0,,,,,,,,,,,,,,,,,,1,1
24,5axkw4ic,12,0,78,143,activism,WaitForResults,35:30.9,1,,,0,roadblock,,,tdmddbpq,,,,,0,activism_pet_first,5,,,4,,0,13,130,20,45,,176,12,6,,,roadblock,165,1,4,,0,14,140,20,45,,216,,6,,,roadblock,240,2,4,,0,13,130,10,45,,214.4,,6,,,roadblock,236,3,4,,0,13,130,10,45,,214,,6,,,roadblock,235,4,4,,0,11,110,0,45,,175.2,,6,,,roadblock,163,5,4,,0,13,130,10,45,,198,,6,,,roadblock,195,6,4,,0,13,130,10,45,,152,,6,,,roadblock,80,7,4,,0,10,100,10,40,0,,,6,2,2,roadblock,,8,4,,0,,,,,,,,6,,,roadblock,,9,4,,0,,,,,,,,6,,,roadblock,,10,4,,0,,,,,,,,6,,,roadblock,,11,4,,0,,,,,,,,6,,,roadblock,,12,4,,0,,,,,,,,6,,,roadblock,,13,4,,0,,,,,,,,6,,,roadblock,,14,24,,0,,,,,,,,,,,,,,,,,,1,1
5,omy7uxz8,25,0,143,143,questionnaire,ThankYou,35:27.4,1,,,30,petition,12,1781013415,tdmddbpq,,,,,0,activism_pet_first,5,,,1,,0,10,100,25,45,,123,25,7,,,petition,120,1,1,,0,13,130,30,45,,140,,7,,,petition,100,2,1,,0,14,140,30,45,,150,,7,,,petition,100,3,1,,0,12,120,120,45,,56,,7,,,petition,140,4,1,,0,12,120,120,45,,88,,7,,,petition,220,5,1,,0,12,120,80,45,,120,,7,,,petition,200,6,1,,0,11,110,0,45,,142,,7,,,petition,80,7,1,,0,13,130,100,45,1,158,,7,4,0,petition,320,8,1,,0,13,130,100,45,1,170,,7,4,0,petition,350,9,1,,0,14,140,90,45,1,186,,7,4,0,petition,340,10,1,,0,15,150,90,45,1,212,,7,4,0,petition,380,11,1,,0,14,140,100,45,1,200,,7,4,0,petition,400,12,1,,0,14,140,90,45,1,218,,7,4,0,petition,420,13,1,,0,13,130,0,45,1,186,,7,4,0,petition,140,14,5,,0,1,0,0,0,0,0,0,,Petition (0 cost to you),1,4,3,4,3,3,3,3,1,1
8,zwt9mabo,22,0,143,143,questionnaire,ThankYou,35:27.5,1,,,25.5,petition,12,1781013481,tdmddbpq,,,,,0,activism_pet_first,5,,,3,,0,14,140,40,45,,148,22,7,,,petition,120,1,3,,0,14,140,40,45,,140,,7,,,petition,100,2,3,,0,13,130,0,45,,170,,7,,,petition,100,3,3,,0,11,110,0,45,,166,,7,,,petition,140,4,3,,0,13,130,30,45,,188,,7,,,petition,220,5,3,,0,12,120,30,45,,170,,7,,,petition,200,6,3,,0,10,100,0,45,,132,,7,,,petition,80,7,3,,0,15,150,100,45,1,178,,7,4,0,petition,320,8,3,,0,12,120,100,45,1,160,,7,4,0,petition,350,9,3,,0,13,130,100,45,1,166,,7,4,0,petition,340,10,3,,0,14,140,100,45,1,192,,7,4,0,petition,380,11,3,,0,13,130,120,45,1,170,,7,4,0,petition,400,12,3,,0,11,110,110,45,1,168,,7,4,0,petition,420,13,3,,0,14,140,40,45,1,156,,7,4,0,petition,140,14,8,,0,1,0,0,0,0,0,0,,None of the above,2,4,4,4,3,4,4,3,1,1
17,ek9i2pnl,10,0,143,143,questionnaire,ThankYou,35:28.5,1,,,30,petition,12,1781013411,tdmddbpq,,,,,0,activism_pet_first,5,,,4,,0,12,120,55,45,,113,10,7,,,petition,120,1,4,,0,13,130,30,45,,140,,7,,,petition,100,2,4,,0,12,120,40,45,,120,,7,,,petition,100,3,4,,0,11,110,10,45,,156,,7,,,petition,140,4,4,,0,10,100,30,45,,158,,7,,,petition,220,5,4,,0,11,110,50,45,,140,,7,,,petition,200,6,4,,0,11,110,50,45,,92,,7,,,petition,80,7,4,,0,12,120,100,45,1,148,,7,4,0,petition,320,8,4,,0,12,120,100,45,1,160,,7,4,0,petition,350,9,4,,0,12,120,100,45,1,156,,7,4,0,petition,340,10,4,,0,14,140,100,45,1,192,,7,4,0,petition,380,11,4,,0,14,140,100,45,1,200,,7,4,0,petition,400,12,4,,0,15,150,100,45,1,218,,7,4,0,petition,420,13,4,,0,15,150,100,45,1,106,,7,4,0,petition,140,14,17,,0,1,0,1,0,0,0,0,,Petition (0 cost to you),1,5,3,5,5,5,5,2,1,1
18,5f0bpqo8,1,0,143,143,questionnaire,ThankYou,35:28.7,1,,,30,petition,12,1781013440,tdmddbpq,,,,,0,activism_pet_first,5,,,2,,0,11,110,0,45,,158,1,7,,,petition,120,1,2,,0,13,130,0,45,,170,,7,,,petition,100,2,2,,0,13,130,30,45,,140,,7,,,petition,100,3,2,,0,11,110,10,45,,156,,7,,,petition,140,4,2,,0,11,110,40,45,,158,,7,,,petition,220,5,2,,0,10,100,40,45,,140,,7,,,petition,200,6,2,,0,11,110,30,45,,112,,7,,,petition,80,7,2,,0,12,120,20,45,1,228,,7,4,0,petition,320,8,2,,0,11,110,50,45,1,200,,7,4,0,petition,350,9,2,,0,10,100,50,45,1,186,,7,4,0,petition,340,10,2,,0,9,90,90,45,1,152,,7,4,0,petition,380,11,2,,0,12,120,80,45,1,200,,7,4,0,petition,400,12,2,,0,12,120,120,45,1,168,,7,4,0,petition,420,13,2,,0,7,70,0,45,1,126,,7,4,0,petition,140,14,18,,0,0,0,1,0,0,0,0,,None of the above,2,3,4,4,3,3,3,3,1,1
